City Claim #,Date Of Accident,Claim Status,Last Close Date,Dept/division,Category,Cause,NOC Demand,Paid Bi,Paid Pd
16-0081-001,2/7/2016,F,7/31/2017,Transit-First Transit-West Facility,Bus 21-75,Door Close on Claimant,"15,000.00",0.00,0.00
16-0083-001,6/8/2016,F,8/3/2016,Street- Southeast Maint Dist,Operations,Pot Hole,500.00,0.00,0.00
16-0084-001,1/29/2016,F,8/10/2016,Police- Desert Horizon Precinct 600,Law Enforcement,Failure/Negligent Investigation,"980,000.00",0.00,0.00
16-0087-001,1/5/2016,F,7/27/2016,Water Distrib - Morten Yard,Operations,Damage by Mobile Equipment,"1,250.07",0.00,0.00
16-0088-001,6/18/2016,F,11/1/2016,Police- Squaw Peak Precinct 700,Police Vehicle,Struck Fixed Object,"13,500.00",0.00,"7,796.36"
16-0088-002,6/18/2016,F,3/29/2017,Police- Squaw Peak Precinct 700,Police Vehicle,Police Pursuit,"1,200.00",0.00,"1,200.00"
16-0089-001,6/10/2016,F,7/29/2016,Pub Wks- Solid Waste Field Services East,Public Officials,Public Officials Liability,"28,770.00",0.00,0.00
16-0093-001,5/23/2016,F,3/27/2018,ITD- Admin/Telecommunications,Employment,Retaliation,,0.00,0.00
16-0098-001,4/5/2016,F,8/9/2016,Water Distrib - Corona Yard,Operations,Damage by Mobile Equipment,165.00,0.00,0.00
16-0098-002,4/5/2016,F,8/1/2016,Water Distrib - Corona Yard,Operations,Damage by Mobile Equipment,860.86,0.00,0.00
16-0099-001,5/13/2016,F,9/15/2016,Pub Wks- Solid Waste Field Services Nort,Refuse/Garbage,Struck Fixed Object,258.21,0.00,258.21
16-0100-001,6/28/2016,F,8/23/2016,Police - Northern Precinct 200,Police Vehicle,Police Pursuit,"1,544.19",0.00,0.00
16-0101-001,2/8/2016,F,12/21/2017,NSD- Neighborhood Preservation,Employment,Employment Discrimination,,0.00,0.00
16-0103-001,6/14/2016,F,9/1/2016,Pub Wks- Solid Waste Field Services West,Operations,Damage by Mobile Equipment,225.00,0.00,225.00
16-0105-001,6/11/2016,F,2/9/2017,Aviation- Sky Harbor Airport/Terminals,Premises,Maint. Building/Premises,"10,000.00",0.00,0.00
16-0106-001,5/4/2016,F,12/7/2016,Aviation- Sky Harbor Airport/Terminals,Premises,Maint. Building/Premises,200.00,0.00,0.00
16-0108-001,3/26/2016,F,8/23/2016,Water Distrib - 2nd/3rd Shift,Operations,Damage to Property/Injury to Persons,"7,300.61",0.00,0.00
16-0109-001,12/12/2015,F,8/4/2016,Parks- Northeast Division,Premises,Maint. Building/Premises,,0.00,0.00
16-0110-001,4/11/2016,F,6/19/2018,Police- Cactus Park Precinct 900,Law Enforcement,Law Enforcement Misc,"130,000,000.00",0.00,0.00
16-0112-001,6/7/2016,F,11/30/2017,Police- Admin/Fiscal-Mgt Svcs/Prof Stds,Employment,ADA,,0.00,0.00
16-0114-001,6/14/2016,F,8/18/2016,Police-Inv/VCB-FIB-Drug Enf-OCB-Prop Cri,Law Enforcement,Auto Theft Related,593.00,0.00,896.00
16-0119-001,6/30/2016,F,9/15/2016,Police-Inv/VCB-FIB-Drug Enf-OCB-Prop Cri,Law Enforcement,Damage to Property,"1,348.50",0.00,"1,348.50"
16-0120-001,6/20/2016,F,9/8/2016,Street- Southwest Maint Dist,Operations,Pot Hole,164.09,0.00,164.09
16-0121-001,6/17/2016,F,8/10/2016,Pub Wks- Downtown-Metro Facil Mgt/Parkin,Light Truck,Emergency Maneuver,"3,991.43",0.00,"4,491.43"
16-0122-001,2/10/2016,F,6/9/2017,Street- Southwest Maint Dist,Operations,Damage to Property/Injury to Persons,"25,000,000.00",0.00,0.00
16-0122-002,2/10/2016,F,8/10/2016,Street- Southwest Maint Dist,Operations,Damage to Property/Injury to Persons,,0.00,0.00
16-0122-003,2/10/2016,F,8/10/2016,Street- Southwest Maint Dist,Operations,Damage to Property/Injury to Persons,,0.00,0.00
16-0122-004,2/10/2016,F,8/10/2016,Street- Southwest Maint Dist,Operations,Damage to Property/Injury to Persons,,0.00,0.00
16-0122-005,2/10/2016,F,8/10/2016,Street- Southwest Maint Dist,Operations,Damage to Property/Injury to Persons,,0.00,0.00
16-0124-001,6/29/2016,F,8/22/2016,Police- Central City Precinct 500,Light Truck,Backing,"1,784.41",0.00,"1,784.41"
16-0126-001,2/19/2016,F,5/9/2017,Police- Admin/Fiscal-Mgt Svcs/Prof Stds,Employment,Wrongful Termination,"100,000.00",0.00,0.00
16-0128-001,5/6/2016,F,8/26/2016,Water Distrib - Morten Yard,Medium/Heavy,Struck Fixed Object,374.47,0.00,367.97
16-0129-001,3/2/2016,F,8/29/2016,Pub Wks- Solid Waste Field Services West,Refuse/Garbage,Struck Fixed Object,820.28,0.00,0.00
16-0131-001,5/10/2016,F,10/26/2016,Parks-SpecOps/Aquatcs/Forest/Cityw Sport,Operations,Blue Stake Error,"5,384.14",0.00,0.00
16-0134-001,5/21/2016,F,2/13/2017,Aviation- Sky Harbor Airport/Terminals,Premises,Maint. Building/Premises,"1,403.12",0.00,0.00
16-0135-001,6/27/2016,F,8/16/2016,Pub Wks- Downtown-Metro Facil Mgt/Parkin,Light Truck,Rear End,"1,558.60",0.00,"1,558.60"
16-0142-001,6/2/2016,F,8/15/2016,Street- Southeast Maint Dist,Operations,Pot Hole,"2,710.96",0.00,0.00
16-0145-001,3/19/2016,F,9/26/2016,Street- Southwest Maint Dist,Operations,Pot Hole,600.00,0.00,150.00
16-0146-001,6/5/2016,F,8/12/2016,Transit- Phoenix Transit-Contract,Bus 21-75,Rear End,"8,471.41",0.00,0.00
16-0147-001,5/20/2016,F,11/15/2016,Pub Wks- Solid Waste Field Services Sout,Operations,Damage by Mobile Equipment,"2,000.00",0.00,0.00
16-0151-001,6/7/2016,F,9/1/2016,Pub Wks- Solid Waste Field Services West,Refuse/Garbage,Struck Fixed Object,"1,071.29",0.00,0.00
16-0158-001,6/18/2016,F,9/1/2016,WSD- Wtr Customer Svcs/Meter Shop,Operations,Water Service Related,204.69,0.00,204.69
16-0164-001,6/23/2016,F,2/3/2017,Water Distrib - Morten Yard,Operations,Water Main Break,"3,339.12",0.00,"3,339.12"
16-0166-001,5/10/2016,F,11/15/2016,Water Distrib - Reservoir Yard,Operations,Water Service Related,358.00,0.00,358.00
16-0168-001,2/20/2016,F,3/16/2018,Street- Southwest Maint Dist,Operations,"Maint. of St., Sidewalks, Rights-of-way","445,000.00","17,500.00",0.00
16-0169-001,3/2/2016,F,9/15/2016,Street- Southwest Maint Dist,Operations,Pot Hole,632.20,0.00,316.10
16-0170-001,3/12/2016,F,9/12/2016,Water Distrib - Reservoir Yard,Operations,Water Main Break,"6,191.10",0.00,"5,667.99"
16-0173-001,4/14/2016,F,3/13/2017,Police-Tactcl/Air/SAU/Bomb/K-9/Dntown Op,Law Enforcement - Off Duty,Dog Bite,"400,000.00","225,000.00",0.00
16-0173-002,4/14/2016,F,8/22/2016,Police-Tactcl/Air/SAU/Bomb/K-9/Dntown Op,Law Enforcement - Off Duty,Dog Bite,"25,000.00",0.00,0.00
16-0176-001,2/25/2016,F,5/22/2017,Street- Southeast Maint Dist,Operations,"Maint. of St., Sidewalks, Rights-of-way","150,000.00",0.00,0.00
16-0178-001,10/29/2015,F,8/23/2016,Fire Battalion 8,Fire Apparatus,Emergency Maneuver,450.00,0.00,0.00
16-0182-001,6/15/2016,F,9/14/2016,Fire- Admin/EMS/CAD-Alarm/Safety,EMS/Ambulance,Failure to Yield,"8,593.75",0.00,0.00
16-0185-001,12/23/2015,F,8/24/2016,Non-City Claim,Non-City,Non-City Claim,"1,000,000.00",0.00,0.00
16-0187-001,4/20/2016,F,9/29/2017,Police- Admin/Fiscal-Mgt Svcs/Prof Stds,Law Enforcement,Law Enforcement Misc,"5,000,000.00",0.00,0.00
16-0188-001,3/5/2016,F,1/9/2019,Police- Central City Precinct 500,Operations,Negligent Barricading,"200,000.00","7,500.00",0.00
16-0190-001,4/2/2016,F,9/15/2016,Water Distrib - Reservoir Yard,Operations,Change Meter,180.00,0.00,0.00
16-0194-001,3/2/2016,F,5/8/2018,Street- Southeast Maint Dist,Operations,"Maint. of St., Sidewalks, Rights-of-way","200,000.00","3,500.00",0.00
16-0196-001,3/25/2016,F,11/1/2016,Police-Inv/VCB-FIB-Drug Enf-OCB-Prop Cri,Police Vehicle,Lane Change/Pass,"5,398.71","2,449.36","2,369.34"
16-0199-001,3/10/2016,F,8/14/2019,Convention Center/Symphony Hall/Theaters,Premises,Maint. Building/Premises,"115,919.80","110,000.00",0.00
16-0201-001,3/8/2016,F,8/26/2016,Transit- Phoenix Transit-Contract,Bus 21-75,Door Close on Claimant,"50,000.00",0.00,0.00
16-0203-001,3/5/2016,F,3/28/2017,Fire-Fire Prevention/Resource Mgt/Haz Ma,Medium/Heavy,Failure to Yield,"31,120.92","10,000.00",0.00
16-0203-002,3/5/2016,F,5/14/2018,Fire-Fire Prevention/Resource Mgt/Haz Ma,Medium/Heavy,Failure to Yield,"50,000.00","8,000.00",0.00
16-0203-003,3/5/2016,F,10/10/2018,Fire-Fire Prevention/Resource Mgt/Haz Ma,Medium/Heavy,Failure to Yield,"60,000.00","10,000.00",0.00
16-0203-004,3/5/2016,F,11/1/2016,Fire-Fire Prevention/Resource Mgt/Haz Ma,Light Truck,Failure to Yield,"6,120.92",0.00,"2,809.72"
16-0204-001,5/4/2016,F,3/11/2019,Street- Southwest Maint Dist,Medium/Heavy,Rear End,"51,215.71",0.00,"1,365.71"
16-0204-002,5/4/2016,F,3/11/2019,Street- Southwest Maint Dist,Medium/Heavy,Rear End,"200,000.00",0.00,0.00
16-0204-003,5/4/2016,F,3/11/2019,Street- Southwest Maint Dist,Medium/Heavy,Rear End,"25,000.00",0.00,0.00
16-0204-004,5/4/2016,F,3/11/2019,Street- Southwest Maint Dist,Medium/Heavy,Rear End,"25,250.00",0.00,0.00
16-0204-005,5/4/2016,F,3/11/2019,Street- Southwest Maint Dist,Medium/Heavy,Rear End,"25,000.00",0.00,0.00
16-0204-006,5/4/2016,F,3/11/2019,Street- Southwest Maint Dist,Medium/Heavy,Rear End,"25,000.00",0.00,0.00
16-0205-001,12/2/2015,F,8/29/2016,Police-Tactcl/Air/SAU/Bomb/K-9/Dntown Op,Law Enforcement,Forced Entry,771.79,0.00,0.00
16-0209-001,6/24/2016,F,9/28/2016,Street- Southwest Maint Dist,Operations,Pot Hole,40.00,0.00,0.00
16-0210-001,3/15/2016,F,9/26/2016,Street- Southwest Maint Dist,Operations,Pot Hole,900.00,0.00,450.00
16-0213-001,3/3/2016,F,4/18/2018,Police - Estrella Mountain Precinct 300,Police Vehicle,Failure to Yield,"100,000.00",0.00,0.00
16-0213-002,3/3/2016,F,4/25/2018,Police - Estrella Mountain Precinct 300,Police Vehicle,Failure to Yield,"200,000.00",0.00,0.00
16-0225-001,5/29/2016,F,9/21/2016,Street- North Maint Dist,Operations,Missing/Hit Cover,"2,000.00",0.00,0.00
16-0225-002,5/29/2016,F,11/9/2016,Parks- Northeast Division,Operations,Missing/Hit Cover,"2,000.00",0.00,0.00
16-0227-001,3/21/2016,F,9/6/2016,Transit-First Transit-West Facility,Bus 21-75,Emergency Maneuver,"100,000.00",0.00,0.00
16-0234-001,3/15/2016,F,9/19/2016,Law- Admin/Civil/Prosecutor,Professional E&O,Other,"3,300,000.00",0.00,0.00
16-0236-001,2/17/2016,F,9/23/2016,Police- Maryvale Precinct 800,Law Enforcement,Search & Seizure,584.00,0.00,0.00
16-0237-001,3/14/2016,F,9/8/2016,Fire Battalion 3,Fire/EMS Operations,Improper Medical Care,"25,000,000.00",0.00,0.00
16-0237-002,3/14/2016,R,11/10/2016,Fire Battalion 3,Fire/EMS Operations,Improper Medical Care,"25,000,000.00",0.00,0.00
16-0246-001,6/10/2016,F,9/28/2016,Water Distrib - Morten Yard,Operations,Excavation Related,"1,935.00",0.00,"1,935.00"
16-0254-002,5/21/2016,F,12/1/2016,Police- Squaw Peak Precinct 700,Police Vehicle,Backing,"1,621.51",0.00,"1,621.51"
16-0256-001,5/3/2016,F,9/15/2016,Transit- Phoenix Transit-Contract,Bus 21-75,Failure to Yield,"1,104.76",0.00,0.00
16-0274-001,6/6/2016,F,12/27/2016,Water Distrib - Cave Creek Yard,Operations,Water Main Break,"28,181.00",0.00,0.00
16-0282-001,2/23/2016,F,9/23/2016,Police- Admin/Fiscal-Mgt Svcs/Prof Stds,Law Enforcement,Law Enforcement Misc,882.00,0.00,0.00
16-0284-001,3/25/2016,F,6/28/2017,Non-City Claim,Non-City,Non-City Claim,"49,500.00",0.00,0.00
16-0285-001,3/2/2016,F,9/23/2016,Fire Battalion 8,Light Truck,Rear End,"4,847.35",0.00,0.00
16-0285-002,3/2/2016,F,8/14/2018,Fire Battalion 8,Light Truck,Rear End,,0.00,0.00
16-0294-001,2/6/2016,F,12/12/2016,Transit- Phoenix Transit-Contract,Bus 21-75,Collide with Pedestrian,,0.00,0.00
16-0302-001,4/1/2016,F,11/30/2016,Water Distrib - Morten Yard,Operations,Excavation Related,789.54,0.00,0.00
16-0305-001,5/27/2016,F,10/12/2016,Pub Wks- Solid Waste Field Services Nort,Operations,Damage by Mobile Equipment,300.00,0.00,300.00
16-0308-001,4/19/2016,F,3/3/2017,Street- Traffic Ops/Invest/Sign-Stripe,Operations,"Maint. of St., Sidewalks, Rights-of-way","450,000.00",0.00,0.00
16-0314-001,4/8/2016,F,10/10/2016,Water Distrib - Morten Yard,Operations,Water Main Break,"1,350.00",0.00,"1,275.00"
16-0317-001,4/9/2016,F,1/14/2019,Parks-SpecOps/Aquatcs/Forest/Cityw Sport,Operations,Vision Obstruction,"450,000.00",0.00,0.00
16-0324-001,6/24/2016,F,2/22/2017,WSD- Wtr Customer Svcs/Meter Shop,Operations,Water Service Related,"3,500.00",0.00,0.00
16-0330-001,5/16/2016,F,10/20/2016,Street- North Maint Dist,Operations,"Maint. of St., Sidewalks, Rights-of-way","2,756.00",0.00,0.00
16-0331-001,1/31/2016,F,10/6/2016,Police- S. Mountain Precinct 400,Police Vehicle,Failure to Yield,"2,159.23",0.00,0.00
16-0336-001,4/18/2016,F,5/12/2017,Police- Maryvale Precinct 800,Police Vehicle,Failure to Yield,"30,000.00","6,500.00",0.00
16-0336-002,4/18/2016,F,3/14/2017,Police- Maryvale Precinct 800,Police Vehicle,Failure to Yield,"25,000.00",0.00,"5,665.75"
16-0344-001,4/18/2016,F,5/31/2017,Transit- Phoenix Transit-Contract,Bus 21-75,Fall Inside Vehicle,"150,000.00",0.00,0.00
16-0347-001,4/3/2016,F,5/18/2017,Police- Squaw Peak Precinct 700,Law Enforcement,Failure/Negligent Investigation,"50,000.00",0.00,0.00
16-0350-001,4/7/2016,F,10/12/2016,Street- Southeast Maint Dist,Operations,"Maint. of St., Sidewalks, Rights-of-way","14,352.00",0.00,0.00
16-0351-001,6/17/2016,F,10/26/2016,Non-City Claim,Non-City,Non-City Claim,950.00,0.00,0.00
16-0354-001,4/30/2016,F,10/24/2018,Police- Maryvale Precinct 800,Police Vehicle,Collide with Pedestrian,"200,000.00",0.00,0.00
16-0355-001,6/24/2016,F,6/28/2017,Aviation- Sky Harbor Airport/Terminals,Premises,Maint. Building/Premises,"2,945.00",0.00,0.00
16-0359-001,4/25/2016,F,10/25/2016,Pub Wks- Solid Waste Field Services East,Operations,Damage by Mobile Equipment,"1,600.00",0.00,"1,130.00"
16-0373-001,5/31/2016,F,2/27/2017,Police-TechSvcs/Rec-ID/Lab/Com911/Prop M,Law Enforcement,"Care, Custody, Control",432.99,0.00,432.99
16-0375-001,6/20/2016,F,2/3/2017,Street- North Maint Dist,Operations,Pot Hole,"1,366.56",0.00,"1,366.56"
16-0376-001,4/20/2016,F,6/8/2017,Parks- Northeast Division,Premises,Maint. Building/Premises,,0.00,0.00
16-0376-002,4/20/2016,F,10/20/2016,Parks- Northeast Division,Premises,Maint. Building/Premises,"4,789,197.00",0.00,0.00
16-0380-001,5/1/2016,F,4/26/2018,Police- Central City Precinct 500,Law Enforcement - Off Duty,Law Enforcement Misc,"25,000.00","7,500.00",0.00
16-0383-001,3/22/2016,F,10/20/2016,Street- Southeast Maint Dist,Operations,Maint. of Equipment,"3,500.00",0.00,0.00
16-0386-001,10/29/2015,F,10/21/2016,Street- Southeast Maint Dist,Operations,Overhanging Tree,956.26,0.00,0.00
16-0387-001,4/26/2016,F,5/31/2017,Aviation- Sky Harbor Airport/Terminals,Premises,Maint. Building/Premises,"350,000.00",0.00,0.00
16-0388-001,3/1/2016,F,10/21/2016,Non-City Claim,Non-City,Non-City Claim,"100,155,366.00",0.00,0.00
16-0392-001,6/17/2016,F,11/4/2016,Street- Traffic Ops/Invest/Sign-Stripe,Operations,Tar/Paint/Oil,"1,834.67",0.00,0.00
16-0393-001,4/25/2016,F,12/27/2016,Parks-SpecOps/Aquatcs/Forest/Cityw Sport,Operations,Damage to Property/Injury to Persons,"3,065.18",0.00,"2,349.19"
16-0405-001,5/9/2016,F,11/2/2016,Pub Wks- Solid Waste Field Services West,Refuse/Garbage,Struck Fixed Object,"1,836.78",0.00,0.00
16-0406-001,6/17/2016,F,2/14/2017,Police- Cactus Park Precinct 900,Police Vehicle,Failure to Yield,"33,274.48","19,150.00",0.00
16-0406-002,6/17/2016,F,2/14/2017,Police- Cactus Park Precinct 900,Police Vehicle,Failure to Yield,"20,234.88","13,125.00",0.00
16-0406-003,6/17/2016,F,2/14/2017,Police- Cactus Park Precinct 900,Police Vehicle,Failure to Yield,"31,895.37","20,250.00",0.00
16-0406-004,6/17/2016,F,2/10/2017,Police- Cactus Park Precinct 900,Police Vehicle,Failure to Yield,"5,000.00",0.00,"4,379.31"
16-0407-001,4/25/2016,F,11/18/2016,Non-City Claim,Non-City,Non-City Claim,"1,000,000.00",0.00,0.00
16-0412-001,5/3/2016,F,7/12/2019,Street-Planning-Design & Prog-Street Lit,Operations,Negligent Design,"14,250,000.00","3,000,000.00",0.00
16-0412-002,5/3/2016,F,11/4/2016,Street-Planning-Design & Prog-Street Lit,Operations,Negligent Design,"3,800,000.00",0.00,0.00
16-0412-003,5/3/2016,F,11/9/2016,Street- Southwest Maint Dist,Operations,Negligent Design,"712,500.00",0.00,0.00
16-0412-004,5/3/2016,F,11/9/2016,Street- Southwest Maint Dist,Operations,Negligent Design,"712,500.00",0.00,0.00
16-0412-005,5/3/2016,F,11/9/2016,Street- Southwest Maint Dist,Operations,Negligent Design,"593,750.00",0.00,0.00
16-0418-001,5/22/2016,F,11/18/2016,Police - Estrella Mountain Precinct 300,Law Enforcement,Damage to Property,"1,449.63",0.00,0.00
16-0419-001,5/6/2016,F,11/22/2016,Police- Squaw Peak Precinct 700,Police Vehicle,Failure to Yield,"43,500.00",0.00,0.00
16-0423-001,1/17/2016,F,11/4/2016,Non-City Claim,Non-City,Non-City Claim,"3,400.00",0.00,0.00
16-0436-001,5/23/2016,F,12/7/2016,Aviation- Sky Harbor Airport/Terminals,Bus 21-75,Non-City,"150,000.00",0.00,0.00
16-0441-001,5/16/2016,F,11/16/2016,Fire-Fire Prevention/Resource Mgt/Haz Ma,Light Truck,Rear End,"1,826.48",0.00,"1,876.48"
16-0448-001,6/6/2016,F,2/16/2017,Street- Southeast Maint Dist,Operations,"Maint. of St., Sidewalks, Rights-of-way","6,500.00","6,500.00",0.00
16-0449-001,5/19/2016,F,12/8/2016,WSD- Wastewater Collection -  Blue Stake/Sewer Backups,Operations,Excavation Related,"4,132.70",0.00,0.00
16-0468-001,6/17/2016,F,12/13/2016,Pub Wks-Sol Waste Disposl/Landfl/Transfe,Operations,Damage by Mobile Equipment,"5,640.98",0.00,"5,640.98"
16-0478-001,6/1/2016,F,1/29/2018,Police- Maryvale Precinct 800,Law Enforcement,Shooting,"5,000,000.00",0.00,0.00
16-0479-001,5/19/2016,F,11/30/2016,Police-TechSvcs/Rec-ID/Lab/Com911/Prop M,Law Enforcement,911 Operations,"5,000,000.00",0.00,0.00
16-0481-001,4/21/2016,F,11/30/2016,Water Distrib - Morten Yard,Operations,Damage by Mobile Equipment,"9,786.65",0.00,0.00
16-0482-001,5/28/2016,F,8/29/2017,Aviation- Sky Harbor Airport/Terminals,Operations,Damage by Mobile Equipment,"2,000,000.00",0.00,0.00
16-0493-001,6/3/2016,F,4/3/2017,Street- North Maint Dist,Operations,"Maint. of St., Sidewalks, Rights-of-way","5,000,000.00",0.00,0.00
16-0503-001,6/13/2016,F,3/25/2019,Parks- Northwest Division,Operations,Vision Obstruction,"5,000,000.00",0.00,0.00
16-0503-001,6/13/2016,F,12/6/2016,Non-City Claim,Other Entity,Non-City,"2,000,000.00",0.00,0.00
16-0503-003,6/13/2016,F,12/6/2016,Non-City Claim,Other Entity,Non-City,"1,000,000.00",0.00,0.00
16-0512-001,6/14/2016,F,1/4/2017,Aviation- Sky Harbor Airport/Terminals,Premises,Maint. of Equipment,"20,000.00",0.00,0.00
16-0521-001,6/27/2016,F,7/7/2017,Police-Inv/VCB-FIB-Drug Enf-OCB-Prop Cri,Law Enforcement,False Arrest,"500,000.00",0.00,0.00
16-0525-001,6/12/2016,F,7/3/2017,Police- Maryvale Precinct 800,Police Vehicle,Rear End,"11,634.00","6,500.00",0.00
16-0525-002,6/12/2016,F,7/3/2017,Police- Maryvale Precinct 800,Police Vehicle,Rear End,"17,571.05","7,500.00","3,133.53"
16-0533-001,6/13/2016,F,12/19/2016,Street- Southwest Maint Dist,Operations,"Maint. of St., Sidewalks, Rights-of-way","1,200.42",0.00,0.00
16-0535-001,6/29/2016,F,1/9/2017,Police- Cactus Park Precinct 900,Law Enforcement,False Arrest,"1,500,000.00",0.00,0.00
16-0540-001,6/30/2016,F,12/17/2019,Street- Traffic Ops/Invest/Sign-Stripe,Operations,Negligent Design,"2,250,000.00","25,000.00",0.00
16-0540-002,6/30/2016,F,12/22/2016,Street- Traffic Ops/Invest/Sign-Stripe,Operations,Negligent Design,"750,000.00",0.00,0.00
16-0540-003,6/30/2016,F,12/22/2016,Street- Traffic Ops/Invest/Sign-Stripe,Operations,Negligent Design,"750,000.00",0.00,0.00
16-0540-004,6/30/2016,F,12/22/2016,Street- Traffic Ops/Invest/Sign-Stripe,Operations,Negligent Design,"750,000.00",0.00,0.00
16-0544-001,1/9/2016,F,12/22/2016,Street- Central Maintenance Dist,Operations,"Maint. of St., Sidewalks, Rights-of-way",,0.00,0.00
16-0545-001,10/4/2015,F,2/9/2017,Aviation- Sky Harbor Airport/Terminals,Premises,Maint. Building/Premises,,0.00,0.00
16-0556-001,6/29/2016,F,12/4/2019,Police- Central City Precinct 500,Law Enforcement,Excessive Force,"875,000.00",0.00,0.00
16-0575-001,8/25/2015,F,1/23/2017,Housing-Admin/Occupancy/Mgt Services,Employment,ADA,,0.00,0.00
16-0601-001,6/17/2016,F,1/11/2017,Police- Squaw Peak Precinct 700,Police Vehicle,Struck Fixed Object,"1,898.87",0.00,0.00
16-0604-001,11/30/2015,F,1/27/2017,Police-Inv/VCB-FIB-Drug Enf-OCB-Prop Cri,Law Enforcement,False Arrest,"3,600,000.00",0.00,0.00
16-0625-001,9/22/2015,F,3/20/2017,Police- Cactus Park Precinct 900,Law Enforcement,Violate Civil Rights,"2,000,000.00",0.00,0.00
16-0636-001,3/23/2016,F,1/27/2017,Transit- Admin/Bus Shelters-Benches,Premises,Maint. Building/Premises,"2,489.12",0.00,0.00
16-0647-001,1/7/2016,F,5/15/2017,Police- Central City Precinct 500,Law Enforcement,False Arrest,,0.00,0.00
16-0658-001,10/14/2015,F,1/30/2017,Police- Maryvale Precinct 800,Law Enforcement,Defamation,"24,000,000.00",0.00,0.00
16-0662-001,5/20/2016,F,1/31/2017,Police- S. Mountain Precinct 400,Police Vehicle,Struck Fixed Object,"1,615.29",0.00,0.00
16-0670-001,5/22/2016,F,2/2/2017,Police- Admin/Fiscal-Mgt Svcs/Prof Stds,Law Enforcement,Excessive Force,"5,900,000.00",0.00,0.00
16-0712-001,5/3/2016,F,3/9/2018,Human Svcs - Senior Svcs/Centers,Light Truck,Collide with Pedestrian,"100,000.00","5,500.00",0.00
16-0715-001,4/7/2016,F,2/14/2017,Street- Southwest Maint Dist,Medium/Heavy,Lane Change/Pass,926.11,0.00,0.00
16-0740-001,1/13/2016,F,2/28/2017,Street- Southeast Maint Dist,Operations,"Maint. of St., Sidewalks, Rights-of-way","5,000.00",0.00,0.00
16-0796-001,12/30/2015,R,3/8/2017,Police- Central City Precinct 500,Law Enforcement,Violate Civil Rights,"4,000,000.00",0.00,0.00
16-0868-001,5/24/2016,F,3/23/2017,Water Distrib - Corona Yard,Operations,Blue Stake Error,,0.00,0.00
16-0953-001,4/30/2016,F,12/6/2017,WSD- Wtr Customer Svcs/Meter Shop,Operations,Water Service Related,"6,400.00",0.00,0.00
16-0954-001,4/10/2016,F,4/24/2017,Pub Wks- Solid Waste Field Services West,Refuse/Garbage,Failure to Yield,260.00,0.00,0.00
16-1101-001,9/9/2015,F,6/7/2017,Non-City Claim,Non-City,Non-City Claim,,0.00,0.00
16-1166-001,2/3/2016,F,5/9/2018,Police-TechSvcs/Rec-ID/Lab/Com911/Prop M,Law Enforcement,Search & Seizure,"77,000.00",0.00,0.00
16-9000-001,6/16/2016,R,9/20/2016,CED- DOWNTN DEV OFC - Copper Sq. & Dvlpmt Proj,Professional E&O,Negligent Plan Approval,"1,400,000.00",0.00,0.00
16-9000-002,6/16/2016,F,8/12/2016,CED- DOWNTN DEV OFC - Copper Sq. & Dvlpmt Proj,Professional E&O,Negligent Plan Approval,"1,500,000.00",0.00,0.00
16-9007-001,7/19/2015,O,,RETIREMENT SYSTEMS,Employment,Benefits E&O,"3,273.57",0.00,0.00
16-9007-002,7/19/2015,F,11/15/2016,RETIREMENT SYSTEMS,Employment,Benefits E&O,"2,512.55",0.00,0.00
16-9007-003,7/19/2015,F,11/15/2016,RETIREMENT SYSTEMS,Employment,Benefits E&O,"4,494.26",0.00,0.00
16-9007-004,7/19/2015,F,11/15/2016,RETIREMENT SYSTEMS,Employment,Benefits E&O,"3,273.57",0.00,0.00
16-9007-005,7/19/2015,F,11/15/2016,RETIREMENT SYSTEMS,Employment,Benefits E&O,"2,814.46",0.00,0.00
17-0021-001,5/12/2016,F,1/30/2018,Water Distrib -Special Ops/Fire Hydrants,Operations,Damage to Property/Injury to Persons,"1,500.00",0.00,0.00
17-0107-001,11/23/2015,F,9/12/2017,Police- Central City Precinct 500,Law Enforcement,"Care, Custody, Control",800.00,0.00,0.00
17-0325-001,5/31/2016,F,2/5/2018,Police- Cactus Park Precinct 900,Law Enforcement,Defamation,,0.00,0.00
17-0456-001,6/1/2016,F,4/9/2018,Police- Desert Horizon Precinct 600,Law Enforcement,Violate Civil Rights,"39,000.00","5,000.00",0.00
17-0556-001,12/18/2015,O,,Police- Squaw Peak Precinct 700,Law Enforcement,Excessive Force,"7,500,000.00",0.00,0.00
17-0580-001,5/11/2016,F,1/2/2018,Water Distrib - Corona Yard,Operations,Water Main Break,"3,667.00",0.00,0.00
17-0607-001,5/12/2016,F,3/29/2018,Police- Cactus Park Precinct 900,Law Enforcement,Failure/Negligent Investigation,"13,000.00",0.00,0.00
17-0901-001,12/31/2015,F,5/7/2018,Human Svcs - Senior Svcs/Centers,Public Officials,Other,"20,000,000.00",0.00,0.00
17-1115-001,1/21/2016,F,10/2/2019,Aviation- Sky Harbor Airport/Terminals,Employment,Employment Discrimination,,0.00,0.00
18-0359-002,2/16/2016,F,10/10/2018,Police-TechSvcs/Rec-ID/Lab/Com911/Prop M,Law Enforcement,"Care, Custody, Control",499.99,0.00,499.99
18-0604-001,4/1/2016,F,12/4/2018,Planning-Commer Bldg Plan Rev/Insp/Elevatr In,Professional E&O,Negligent Plan Approval,"48,000.00",0.00,0.00
